[ 2012-10-03T00:01:07+08:00 ] /xxx2/index.php/Room/index/ | INFO: Tag[ route_check ] --START--
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000643s ]
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ view_parse ] --START--
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Run ParseTemplate Behavior [ RunTime:0.012240s ]
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012317s ]
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ view_filter ] --START--
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Run ContentReplace Behavior [ RunTime:0.000443s ]
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Run TokenBuild Behavior [ RunTime:0.000407s ]
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000240s ]
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Run ShowRuntime Behavior [ RunTime:0.000496s ]
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001756s ]
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ view_end ] --START--
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000455s ]
[ 2012-10-03T00:17:34+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000516s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ route_check ] --START--
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Run CheckRoute Behavior [ RunTime:0.000869s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000972s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ app_begin ] --START--
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000570s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000634s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SHOW COLUMNS FROM `think_login` [ RunTime:0.002383s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SELECT * FROM `think_login` WHERE username=1091306420 LIMIT 1   [ RunTime:0.000470s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SHOW COLUMNS FROM `think_class` [ RunTime:0.002017s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SELECT * FROM `think_class` WHERE classname='通信1091' LIMIT 1   [ RunTime:0.000646s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SHOW COLUMNS FROM `think_work` [ RunTime:0.002137s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SELECT COUNT(*) AS tp_count FROM `think_work` WHERE name='朱全银' LIMIT 1   [ RunTime:0.000623s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SELECT * FROM `think_work` WHERE name='朱全银' ORDER BY id desc LIMIT 0,8   [ RunTime:0.000458s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SHOW COLUMNS FROM `think_workroute` [ RunTime:0.002307s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SELECT * FROM `think_workroute` WHERE username=1091306420  [ RunTime:0.000514s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ view_template ] --START--
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Run LocationTemplate Behavior [ RunTime:0.000500s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000570s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ view_parse ] --START--
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Run ParseTemplate Behavior [ RunTime:0.011418s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011493s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ view_filter ] --START--
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Run ContentReplace Behavior [ RunTime:0.000464s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Run TokenBuild Behavior [ RunTime:0.000442s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000254s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Run ShowRuntime Behavior [ RunTime:0.000519s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001870s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ view_end ] --START--
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000461s ]
[ 2012-10-03T00:17:36+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001069s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ route_check ] --START--
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Run CheckRoute Behavior [ RunTime:0.000885s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000987s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ app_begin ] --START--
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000585s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000649s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | SQL: SHOW COLUMNS FROM `think_login` [ RunTime:0.002368s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | SQL: SELECT * FROM `think_login` WHERE username=1091306420 LIMIT 1   [ RunTime:0.000540s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | SQL: SHOW COLUMNS FROM `think_class` [ RunTime:0.002217s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | SQL: SELECT * FROM `think_class` WHERE classname='通信1091' LIMIT 1   [ RunTime:0.000494s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | SQL: SHOW COLUMNS FROM `think_work` [ RunTime:0.002433s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | SQL: SELECT COUNT(*) AS tp_count FROM `think_work` WHERE name='朱全银' LIMIT 1   [ RunTime:0.000398s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | SQL: SELECT * FROM `think_work` WHERE name='朱全银' ORDER BY id desc LIMIT 8,8   [ RunTime:0.000548s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | SQL: SHOW COLUMNS FROM `think_workroute` [ RunTime:0.002267s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | SQL: SELECT * FROM `think_workroute` WHERE username=1091306420  [ RunTime:0.000527s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ view_template ] --START--
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Run LocationTemplate Behavior [ RunTime:0.000507s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000576s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ view_parse ] --START--
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | NOTIC: [8] Use of undefined constant home_id - assumed 'home_id' 5ec9a01dd1075c8baeb2f8046ae81b83.php 第 41 行.
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Run ParseTemplate Behavior [ RunTime:0.011774s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011850s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ view_filter ] --START--
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Run ContentReplace Behavior [ RunTime:0.000450s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Run TokenBuild Behavior [ RunTime:0.000409s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000240s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Run ShowRuntime Behavior [ RunTime:0.000497s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001765s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ view_end ] --START--
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000463s ]
[ 2012-10-03T00:17:37+08:00 ] /xxx2/index.php/Room/work_list/?&p=2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000527s ]
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ route_check ] --START--
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Run CheckRoute Behavior [ RunTime:0.000872s ]
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000973s ]
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ app_begin ] --START--
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000589s ]
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000653s ]
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SHOW COLUMNS FROM `think_login` [ RunTime:0.003410s ]
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SELECT * FROM `think_login` WHERE username=1091306420 LIMIT 1   [ RunTime:0.002107s ]
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SHOW COLUMNS FROM `think_class` [ RunTime:0.003093s ]
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SELECT * FROM `think_class` WHERE classname='通信1091' LIMIT 1   [ RunTime:0.001327s ]
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SHOW COLUMNS FROM `think_work` [ RunTime:0.003097s ]
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SELECT COUNT(*) AS tp_count FROM `think_work` WHERE name='朱全银' LIMIT 1   [ RunTime:0.000591s ]
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SELECT * FROM `think_work` WHERE name='朱全银' ORDER BY id desc LIMIT 0,8   [ RunTime:0.000721s ]
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SHOW COLUMNS FROM `think_workroute` [ RunTime:0.003650s ]
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | SQL: SELECT * FROM `think_workroute` WHERE username=1091306420  [ RunTime:0.000641s ]
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Tag[ view_template ] --START--
[ 2012-10-03T00:17:38+08:00 ] /xxx2/index.php/Room/work_list/?&p=1 | INFO: Run LocationTemplate Behavior [ RunTime:0.000584s ]
